Date,Open,High,Low,Close
08/24/2023,"26,632","26,708","25,878","26,006"
08/23/2023,"25,768","26,789","25,381","26,632"
08/22/2023,"26,094","26,222","25,729","25,768"
08/21/2023,"26,135","26,274","25,831","26,095"
08/20/2023,"26,129","26,206","25,997","26,135"
08/19/2023,"26,029","26,251","25,800","26,129"
08/18/2023,"27,857","27,878","25,392","26,028"
08/17/2023,"29,085","29,105","27,705","27,857"
08/16/2023,"29,153","29,221","28,928","29,089"
08/15/2023,"29,324","29,444","29,074","29,153"
08/14/2023,"29,424","29,662","29,100","29,324"
08/13/2023,"29,403","29,440","29,312","29,424"
08/12/2023,"29,360","29,471","29,354","29,403"
08/11/2023,"29,395","29,525","29,233","29,360"
08/10/2023,"29,394","29,696","29,333","29,395"
08/09/2023,"29,883","30,193","29,388","29,394"
08/08/2023,"29,113","29,960","29,091","29,883"
08/07/2023,"29,048","29,168","28,675","29,112"
08/06/2023,"29,038","29,096","28,962","29,048"
08/05/2023,"28,992","29,105","28,800","29,038"
08/04/2023,"29,261","29,329","28,940","28,992"
08/03/2023,"29,134","29,390","28,956","29,261"
08/02/2023,"29,262","30,012","28,934","29,134"
08/01/2023,"29,141","29,337","28,574","29,262"
07/31/2023,"29,195","29,508","29,055","29,140"
07/30/2023,"29,342","29,443","29,123","29,195"
07/29/2023,"29,315","29,399","29,262","29,342"
07/28/2023,"29,156","29,526","29,123","29,317"
07/27/2023,"29,401","29,674","29,086","29,156"
07/26/2023,"29,202","29,470","29,109","29,401"
07/25/2023,"29,104","29,365","29,057","29,202"
07/24/2023,"30,086","30,143","28,872","29,104"
07/23/2023,"29,839","30,332","29,650","30,086"
07/22/2023,"29,879","29,988","29,811","29,839"
07/21/2023,"29,745","30,055","29,674","29,879"
07/20/2023,"30,046","30,411","29,593","29,745"
07/19/2023,"29,719","30,186","29,707","30,046"
07/18/2023,"29,903","30,272","29,551","29,717"
07/17/2023,"30,272","30,368","29,679","29,903"
07/16/2023,"30,341","30,444","30,083","30,272"
07/15/2023,"30,119","30,392","30,000","30,341"
07/14/2023,"31,665","31,718","29,947","30,119"
07/13/2023,"30,280","31,809","30,242","31,664"
07/12/2023,"30,587","30,968","30,223","30,280"
07/11/2023,"30,838","31,033","30,221","30,587"
07/10/2023,"30,249","30,841","29,966","30,837"
07/09/2023,"30,118","30,431","30,075","30,249"
07/08/2023,"30,236","30,378","30,062","30,118"
07/07/2023,"30,312","30,441","29,737","30,236"
07/06/2023,"30,441","31,505","29,897","30,312"
07/05/2023,"30,707","30,872","30,200","30,437"
07/04/2023,"31,262","31,321","30,638","30,707"
07/03/2023,"30,559","31,376","30,469","31,262"
07/02/2023,"30,614","30,673","30,192","30,558"
07/01/2023,"30,399","30,640","30,324","30,614"
06/30/2023,"30,594","31,259","29,470","30,399"
06/29/2023,"30,103","30,824","29,961","30,593"
06/28/2023,"30,678","30,733","29,874","30,104"
06/27/2023,"30,260","31,008","30,126","30,679"
06/26/2023,"30,423","30,646","29,950","30,269"
06/25/2023,"30,640","31,042","30,356","30,423"
06/24/2023,"30,904","30,968","30,278","30,640"
06/23/2023,"30,228","31,412","29,823","30,903"
06/22/2023,"30,121","30,500","29,575","30,229"
06/21/2023,"27,999","30,770","27,893","30,120"
06/20/2023,"26,669","28,150","26,648","27,999"
06/19/2023,"26,645","27,032","26,259","26,669"
06/18/2023,"26,469","26,650","26,394","26,645"
06/17/2023,"26,371","26,756","26,174","26,469"
06/16/2023,"25,430","26,468","25,214","26,371"
06/15/2023,"25,868","25,870","24,790","25,430"
06/14/2023,"25,892","26,064","25,786","25,869"
06/13/2023,"25,825","26,406","25,720","25,891"
06/12/2023,"26,046","26,202","25,649","25,825"
06/11/2023,"25,761","26,106","25,668","26,045"
06/10/2023,"26,402","26,522","25,460","25,743"
06/09/2023,"26,544","26,772","26,312","26,402"
06/08/2023,"26,489","26,809","26,146","26,545"
06/07/2023,"27,095","27,377","26,269","26,490"
06/06/2023,"25,628","27,186","25,393","27,098"
06/05/2023,"27,220","27,456","25,424","25,628"
06/04/2023,"27,108","27,296","26,950","27,220"
06/03/2023,"27,247","27,331","27,050","27,108"
06/02/2023,"26,864","27,289","26,535","27,239"
06/01/2023,"27,014","27,342","26,640","26,864"
05/31/2023,"27,855","27,869","26,860","27,015"
05/30/2023,"27,648","28,046","27,574","27,854"
05/29/2023,"27,535","28,441","27,535","27,648"
05/28/2023,"26,744","27,725","26,740","27,535"
05/27/2023,"26,779","26,849","26,591","26,744"
05/26/2023,"26,474","26,939","26,341","26,778"
05/25/2023,"26,243","26,600","25,887","26,474"
05/24/2023,"27,195","27,254","26,090","26,243"
05/23/2023,"26,857","27,455","26,810","27,195"
05/22/2023,"26,912","27,090","26,552","26,856"
05/21/2023,"27,073","27,269","26,818","26,912"
05/20/2023,"26,840","27,155","26,818","27,073"
05/19/2023,"26,758","27,169","26,657","26,840"
05/18/2023,"27,376","27,467","26,392","26,758"
05/17/2023,"26,941","27,426","26,580","27,375"
05/16/2023,"27,415","27,421","26,873","26,941"
05/15/2023,"26,892","27,661","26,765","27,415"
05/14/2023,"26,862","27,194","26,613","26,892"
05/13/2023,"26,475","27,047","26,376","26,863"
05/12/2023,"26,851","27,088","25,855","26,478"
05/11/2023,"27,710","27,986","26,750","26,851"
05/10/2023,"27,719","28,325","26,855","27,710"
05/09/2023,"27,346","27,823","27,295","27,719"
05/08/2023,"28,951","28,983","27,321","27,345"
05/07/2023,"28,902","29,169","28,712","28,952"
05/06/2023,"29,589","29,849","28,445","28,902"
05/05/2023,"28,898","29,690","28,777","29,578"
05/04/2023,"28,343","29,367","28,307","28,898"
05/03/2023,"28,709","28,831","28,168","28,343"
05/02/2023,"27,847","28,891","27,684","28,710"
05/01/2023,"29,380","29,506","27,818","27,849"
04/30/2023,"29,262","29,961","29,117","29,380"
04/29/2023,"29,343","29,456","29,078","29,262"
04/28/2023,"29,687","29,777","28,932","29,342"
04/27/2023,"27,910","29,882","27,274","29,683"
04/26/2023,"27,622","30,008","27,622","27,911"
04/25/2023,"27,381","27,761","27,206","27,623"
04/24/2023,"27,478","27,992","27,000","27,380"
04/23/2023,"27,629","27,878","27,354","27,477"
04/22/2023,"27,281","27,775","27,153","27,629"
04/21/2023,"28,099","28,358","27,208","27,281"
04/20/2023,"29,239","29,317","28,010","28,100"
04/19/2023,"30,239","30,453","29,045","29,239"
04/18/2023,"29,485","30,480","29,136","30,239"
04/17/2023,"30,333","30,426","29,267","29,485"
04/16/2023,"30,357","30,563","30,163","30,332"
04/15/2023,"30,345","30,610","30,243","30,357"
04/14/2023,"30,363","31,020","30,019","30,347"
04/13/2023,"29,812","30,607","29,797","30,363"
04/12/2023,"30,164","30,500","29,699","29,801"
04/11/2023,"29,195","30,549","29,099","30,164"
04/10/2023,"28,151","29,314","28,115","29,195"
04/09/2023,"27,941","28,264","27,824","28,151"
04/08/2023,"27,920","28,165","27,868","27,940"
04/07/2023,"28,032","28,133","27,800","27,920"
04/06/2023,"28,253","28,304","27,730","28,031"
04/05/2023,"28,196","28,778","27,839","28,253"
04/04/2023,"28,087","28,430","27,273","28,195"
04/03/2023,"27,959","28,498","27,586","28,087"
04/02/2023,"28,396","28,584","27,880","27,958"
04/01/2023,"28,472","28,801","28,273","28,396"
03/31/2023,"27,983","28,645","27,546","28,465"
03/30/2023,"28,415","29,173","27,730","27,983"
03/29/2023,"27,432","28,633","27,132","28,407"
03/28/2023,"26,970","27,502","26,669","27,430"
03/27/2023,"27,859","28,162","26,545","26,968"
03/26/2023,"27,220","28,211","27,191","27,859"
03/25/2023,"27,849","27,883","27,059","27,217"
03/24/2023,"28,429","28,480","27,495","27,849"
03/23/2023,"26,742","28,800","26,685","28,430"
03/22/2023,"28,210","28,889","26,736","26,736"
03/21/2023,"27,865","28,492","27,423","28,209"
03/20/2023,"28,336","28,554","27,236","27,865"
03/19/2023,"27,425","28,434","26,896","28,335"
03/18/2023,"26,887","27,818","26,651","27,425"
03/17/2023,"25,022","26,999","24,697","26,886"
03/16/2023,"24,423","25,200","24,224","25,022"
03/15/2023,"25,164","25,269","23,946","24,423"
03/14/2023,"24,354","26,502","24,054","25,135"
03/13/2023,"21,073","24,574","21,056","24,353"
03/12/2023,"20,535","21,582","20,453","21,072"
03/11/2023,"19,977","20,880","19,865","20,535"
03/10/2023,"20,118","20,475","19,580","19,977"
03/09/2023,"22,093","22,108","20,078","20,120"
03/08/2023,"22,057","22,272","21,872","22,093"
03/07/2023,"22,351","22,549","21,944","22,057"
03/06/2023,"22,412","22,592","22,285","22,351"
03/05/2023,"22,249","22,643","22,171","22,412"
03/04/2023,"22,303","22,404","22,161","22,249"
03/03/2023,"23,466","23,550","22,021","22,303"
03/02/2023,"23,415","23,791","23,210","23,464"
03/01/2023,"23,281","23,977","23,035","23,414"
02/28/2023,"23,322","23,595","23,178","23,282"
02/27/2023,"23,646","23,885","23,132","23,323"
02/26/2023,"22,924","23,680","22,860","23,646"
02/25/2023,"23,222","23,231","22,791","22,924"
02/24/2023,"23,940","24,123","22,874","23,223"
02/23/2023,"23,791","24,597","23,624","23,939"
02/22/2023,"24,467","24,531","23,596","23,791"
02/21/2023,"24,807","25,243","24,295","24,467"
02/20/2023,"24,519","25,107","23,862","24,807"
02/19/2023,"24,600","25,188","24,283","24,519"
02/18/2023,"24,823","24,871","24,083","24,600"
02/17/2023,"24,560","25,009","23,360","24,822"
02/16/2023,"24,148","25,243","24,032","24,559"
02/15/2023,"22,257","24,277","22,059","24,148"
02/14/2023,"21,672","22,320","21,581","22,257"
02/13/2023,"21,970","21,977","21,376","21,672"
02/12/2023,"21,677","22,087","21,671","21,970"
02/11/2023,"21,730","21,772","21,490","21,677"
02/10/2023,"22,000","22,003","21,550","21,730"
02/09/2023,"22,838","23,005","21,850","22,000"
02/08/2023,"23,209","23,435","22,680","22,840"
02/07/2023,"23,008","23,341","22,646","23,209"
02/06/2023,"22,889","23,147","22,645","23,008"
02/05/2023,"23,416","23,447","22,772","22,889"
02/04/2023,"23,338","23,581","23,271","23,416"
02/03/2023,"23,865","23,919","23,226","23,339"
02/02/2023,"23,569","24,244","23,542","23,863"
02/01/2023,"23,101","23,650","22,800","23,565"
01/31/2023,"22,691","23,211","22,545","23,101"
01/30/2023,"23,703","23,874","22,589","22,691"
01/29/2023,"22,972","23,950","22,955","23,703"
01/28/2023,"23,112","23,200","22,895","22,972"
01/27/2023,"23,116","23,500","22,558","23,112"
01/26/2023,"22,935","23,800","22,845","23,117"
01/25/2023,"23,022","23,074","22,350","22,934"
01/24/2023,"23,020","23,158","22,737","23,023"
01/23/2023,"22,453","23,159","22,326","23,019"
01/22/2023,"23,116","23,214","22,320","22,451"
01/21/2023,"22,288","23,344","22,226","23,116"
01/20/2023,"21,102","22,352","20,882","22,281"
01/19/2023,"20,725","21,186","20,641","21,102"
01/18/2023,"21,381","21,602","20,412","20,724"
01/17/2023,"21,284","21,536","20,873","21,380"
01/16/2023,"20,908","21,430","20,633","21,284"
01/15/2023,"20,879","21,066","20,575","20,908"
01/14/2023,"19,474","21,237","19,390","20,879"
01/13/2023,"19,062","19,488","18,719","19,474"
01/12/2023,"17,554","19,065","17,518","19,062"
01/11/2023,"17,475","17,574","17,320","17,554"
01/10/2023,"17,212","17,489","17,133","17,475"
01/09/2023,"16,965","17,391","16,948","17,212"
01/08/2023,"16,942","17,009","16,913","16,965"
01/07/2023,"16,892","16,977","16,887","16,942"
01/06/2023,"16,854","17,018","16,692","16,892"
01/05/2023,"16,802","16,871","16,762","16,854"
01/04/2023,"16,657","16,983","16,645","16,802"
01/03/2023,"16,723","16,776","16,603","16,658"
01/02/2023,"16,599","16,760","16,547","16,723"
01/01/2023,"16,556","16,617","16,469","16,599"
12/31/2022,"16,561","16,629","16,529","16,556"
12/30/2022,"16,595","16,643","16,353","16,561"
